,Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Other people in need of international protection,Stateless persons,Host Community,Others of concern
17395,2010,Armenia,ARM,Belarus,BLR,5,0.0,0.0,-,0.0,-,0.0
17393,2010,Armenia,ARM,Austria,AUT,855,881.0,0.0,-,0.0,-,0.0
17392,2010,Argentina,ARG,Sweden,SWE,5,0.0,0.0,-,0.0,-,0.0
17391,2010,Argentina,ARG,Germany,DEU,32,0.0,0.0,-,0.0,-,0.0
17390,2010,Egypt,EGY,Switzerland,CHE,43,24.0,0.0,-,0.0,-,0.0
17389,2010,Egypt,EGY,Sweden,SWE,112,146.0,0.0,-,0.0,-,0.0
17388,2010,Egypt,EGY,Romania,ROU,10,6.0,0.0,-,0.0,-,0.0
17387,2010,Egypt,EGY,Poland,POL,0,11.0,0.0,-,0.0,-,0.0
17386,2010,Egypt,EGY,Norway,NOR,10,26.0,0.0,-,0.0,-,0.0
17385,2010,Egypt,EGY,Netherlands (Kingdom of the),NLD,46,34.0,0.0,-,0.0,-,0.0
17394,2010,Armenia,ARM,Belgium,BEL,61,0.0,0.0,-,0.0,-,0.0
17288,2010,Afghanistan,AFG,Germany,DEU,30404,7024.0,0.0,-,0.0,-,1073.0
17406,2010,Armenia,ARM,Iceland,ISL,5,0.0,0.0,-,0.0,-,0.0
17408,2010,Armenia,ARM,Italy,ITA,71,18.0,0.0,-,0.0,-,0.0
17428,2010,Azerbaijan,AZE,United Kingdom of Great Britain and Northern Ireland,GBR,75,0.0,0.0,-,0.0,-,0.0
17427,2010,Azerbaijan,AZE,France,FRA,2239,0.0,0.0,-,0.0,-,0.0
17426,2010,Azerbaijan,AZE,Finland,FIN,53,9.0,0.0,-,0.0,-,0.0
17425,2010,Azerbaijan,AZE,Denmark,DNK,130,12.0,0.0,-,0.0,-,0.0
17424,2010,Azerbaijan,AZE,Czechia,CZE,24,7.0,0.0,-,0.0,-,0.0
17423,2010,Azerbaijan,AZE,Bulgaria,BGR,5,17.0,0.0,-,0.0,-,0.0
17422,2010,Azerbaijan,AZE,Belarus,BLR,25,0.0,0.0,-,0.0,-,0.0
17421,2010,Azerbaijan,AZE,Belgium,BEL,26,0.0,0.0,-,0.0,-,0.0
17420,2010,Azerbaijan,AZE,Austria,AUT,381,196.0,0.0,-,0.0,-,0.0
17407,2010,Armenia,ARM,Ireland,IRL,43,22.0,0.0,-,0.0,-,0.0
17419,2010,Austria,AUT,Switzerland,CHE,5,0.0,0.0,-,0.0,-,0.0
17417,2010,Armenia,ARM,Ukraine,UKR,198,20.0,0.0,-,0.0,-,0.0
17416,2010,Armenia,ARM,Switzerland,CHE,81,79.0,0.0,-,0.0,-,0.0
17415,2010,Armenia,ARM,Sweden,SWE,599,242.0,0.0,-,0.0,-,0.0
17414,2010,Armenia,ARM,Slovakia,SVK,10,0.0,0.0,-,0.0,-,0.0
17413,2010,Armenia,ARM,Romania,ROU,0,5.0,0.0,-,0.0,-,0.0
17412,2010,Armenia,ARM,Poland,POL,24,72.0,0.0,-,0.0,-,0.0
17411,2010,Armenia,ARM,Norway,NOR,59,7.0,0.0,-,0.0,-,0.0
17410,2010,Armenia,ARM,Netherlands (Kingdom of the),NLD,1082,577.0,0.0,-,0.0,-,0.0
17409,2010,Armenia,ARM,Malta,MLT,0,5.0,0.0,-,0.0,-,0.0
17418,2010,Australia,AUS,Germany,DEU,33,0.0,0.0,-,0.0,-,0.0
17287,2010,Afghanistan,AFG,United Kingdom of Great Britain and Northern Ireland,GBR,23406,0.0,0.0,-,0.0,-,0.0
17358,2010,Angola,AGO,United Kingdom of Great Britain and Northern Ireland,GBR,2590,0.0,0.0,-,0.0,-,0.0
17285,2010,Afghanistan,AFG,Finland,FIN,807,235.0,0.0,-,0.0,-,0.0
18253,2010,Liberia,LBR,United Kingdom of Great Britain and Northern Ireland,GBR,301,0.0,0.0,-,0.0,-,0.0
18254,2010,Liberia,LBR,Germany,DEU,324,35.0,0.0,-,0.0,-,0.0
18255,2010,Liberia,LBR,Greece,GRC,0,13.0,0.0,-,0.0,-,0.0
18256,2010,Liberia,LBR,Hungary,HUN,17,5.0,0.0,-,0.0,-,0.0
18257,2010,Liberia,LBR,Ireland,IRL,42,62.0,0.0,-,0.0,-,0.0
18258,2010,Liberia,LBR,Italy,ITA,1356,22.0,0.0,-,0.0,-,0.0
18259,2010,Liberia,LBR,Luxembourg,LUX,0,13.0,0.0,-,0.0,-,0.0
18252,2010,Liberia,LBR,France,FRA,225,0.0,0.0,-,0.0,-,0.0
18260,2010,Liberia,LBR,Malta,MLT,6,42.0,0.0,-,0.0,-,0.0
18262,2010,Liberia,LBR,Norway,NOR,72,34.0,0.0,-,0.0,-,0.0
18263,2010,Liberia,LBR,Poland,POL,6,0.0,0.0,-,0.0,-,0.0
18264,2010,Liberia,LBR,Romania,ROU,5,0.0,0.0,-,0.0,-,0.0
18265,2010,Liberia,LBR,Slovenia,SVN,13,0.0,0.0,-,0.0,-,0.0
18266,2010,Liberia,LBR,Sweden,SWE,31,16.0,0.0,-,0.0,-,0.0
18267,2010,Liberia,LBR,Switzerland,CHE,47,34.0,0.0,-,0.0,-,0.0
18268,2010,Liberia,LBR,Ukraine,UKR,5,11.0,0.0,-,0.0,-,0.0
18261,2010,Liberia,LBR,Netherlands (Kingdom of the),NLD,493,106.0,0.0,-,0.0,-,0.0
18269,2010,Libya,LBY,Austria,AUT,0,6.0,0.0,-,0.0,-,0.0
18251,2010,Liberia,LBR,Finland,FIN,5,0.0,0.0,-,0.0,-,0.0
18249,2010,Liberia,LBR,Czechia,CZE,5,0.0,0.0,-,0.0,-,0.0
18233,2010,Kuwait,KWT,Germany,DEU,162,0.0,0.0,-,0.0,-,0.0
18234,2010,Kuwait,KWT,Ireland,IRL,60,17.0,0.0,-,0.0,-,0.0
18235,2010,Kuwait,KWT,Italy,ITA,5,0.0,0.0,-,0.0,-,0.0
18236,2010,Kuwait,KWT,Netherlands (Kingdom of the),NLD,8,0.0,0.0,-,0.0,-,0.0
18237,2010,Kuwait,KWT,Norway,NOR,8,5.0,0.0,-,0.0,-,0.0
18238,2010,Kuwait,KWT,Sweden,SWE,5,7.0,0.0,-,0.0,-,0.0
18239,2010,Lao People's Dem. Rep.,LAO,Belgium,BEL,16,0.0,0.0,-,0.0,-,0.0
18250,2010,Liberia,LBR,Denmark,DNK,0,5.0,0.0,-,0.0,-,0.0
18240,2010,Lao People's Dem. Rep.,LAO,France,FRA,7445,0.0,0.0,-,0.0,-,0.0
18242,2010,Lao People's Dem. Rep.,LAO,Netherlands (Kingdom of the),NLD,17,16.0,0.0,-,0.0,-,0.0
18243,2010,Lao People's Dem. Rep.,LAO,Sweden,SWE,7,0.0,0.0,-,0.0,-,0.0
18244,2010,Lao People's Dem. Rep.,LAO,Switzerland,CHE,160,0.0,0.0,-,0.0,-,0.0
18245,2010,Liberia,LBR,Austria,AUT,27,38.0,0.0,-,0.0,-,0.0
18246,2010,Liberia,LBR,Belgium,BEL,21,0.0,0.0,-,0.0,-,0.0
18247,2010,Liberia,LBR,Bulgaria,BGR,12,0.0,0.0,-,0.0,-,0.0
18248,2010,Liberia,LBR,Cyprus,CYP,0,5.0,0.0,-,0.0,-,0.0
18241,2010,Lao People's Dem. Rep.,LAO,Germany,DEU,176,0.0,0.0,-,0.0,-,0.0
18270,2010,Libya,LBY,Belgium,BEL,10,0.0,0.0,-,0.0,-,0.0
18271,2010,Libya,LBY,Denmark,DNK,27,0.0,0.0,-,0.0,-,0.0
18272,2010,Libya,LBY,Finland,FIN,19,5.0,0.0,-,0.0,-,0.0
18294,2010,Lebanon,LBN,Greece,GRC,0,76.0,0.0,-,0.0,-,0.0
18295,2010,Lebanon,LBN,Hungary,HUN,13,5.0,0.0,-,0.0,-,0.0
18296,2010,Lebanon,LBN,Ireland,IRL,21,19.0,0.0,-,0.0,-,0.0
18297,2010,Lebanon,LBN,Italy,ITA,214,5.0,0.0,-,0.0,-,0.0
18298,2010,Lebanon,LBN,Netherlands (Kingdom of the),NLD,61,14.0,0.0,-,0.0,-,0.0
18299,2010,Lebanon,LBN,Norway,NOR,45,29.0,0.0,-,0.0,-,0.0
18300,2010,Lebanon,LBN,Poland,POL,5,0.0,0.0,-,0.0,-,0.0
18293,2010,Lebanon,LBN,Germany,DEU,12514,487.0,0.0,-,0.0,-,0.0
18301,2010,Lebanon,LBN,Romania,ROU,7,0.0,0.0,-,0.0,-,0.0
18303,2010,Lebanon,LBN,Switzerland,CHE,50,11.0,0.0,-,0.0,-,0.0
18304,2010,Lebanon,LBN,Ukraine,UKR,5,18.0,0.0,-,0.0,-,0.0
18305,2010,Sri Lanka,LKA,Austria,AUT,31,45.0,0.0,-,0.0,-,0.0
18306,2010,Sri Lanka,LKA,Belgium,BEL,212,0.0,0.0,-,0.0,-,0.0
18307,2010,Sri Lanka,LKA,Bulgaria,BGR,5,18.0,0.0,-,0.0,-,0.0
18308,2010,Sri Lanka,LKA,Cyprus,CYP,14,183.0,0.0,-,0.0,-,0.0
18309,2010,Sri Lanka,LKA,Czechia,CZE,13,5.0,0.0,-,0.0,-,0.0
18302,2010,Lebanon,LBN,Sweden,SWE,454,164.0,0.0,-,0.0,-,0.0
18292,2010,Lebanon,LBN,United Kingdom of Great Britain and Northern Ireland,GBR,87,0.0,0.0,-,0.0,-,0.0
18291,2010,Lebanon,LBN,France,FRA,101,0.0,0.0,-,0.0,-,0.0
18290,2010,Lebanon,LBN,Finland,FIN,10,0.0,0.0,-,0.0,-,0.0
18273,2010,Libya,LBY,France,FRA,18,0.0,0.0,-,0.0,-,0.0
18274,2010,Libya,LBY,United Kingdom of Great Britain and Northern Ireland,GBR,240,0.0,0.0,-,0.0,-,0.0
18275,2010,Libya,LBY,Germany,DEU,636,26.0,0.0,-,0.0,-,0.0
18276,2010,Libya,LBY,Greece,GRC,8,5.0,0.0,-,0.0,-,0.0
18277,2010,Libya,LBY,Hungary,HUN,9,0.0,0.0,-,0.0,-,0.0
18278,2010,Libya,LBY,Ireland,IRL,67,10.0,0.0,-,0.0,-,0.0
18279,2010,Libya,LBY,Italy,ITA,8,0.0,0.0,-,0.0,-,0.0
18280,2010,Libya,LBY,Malta,MLT,17,9.0,0.0,-,0.0,-,0.0
18281,2010,Libya,LBY,Netherlands (Kingdom of the),NLD,303,107.0,0.0,-,0.0,-,0.0
18282,2010,Libya,LBY,Norway,NOR,83,21.0,0.0,-,0.0,-,0.0
18283,2010,Libya,LBY,Sweden,SWE,213,246.0,0.0,-,0.0,-,0.0
18284,2010,Libya,LBY,Switzerland,CHE,264,22.0,0.0,-,0.0,-,0.0
18285,2010,Lebanon,LBN,Austria,AUT,36,122.0,0.0,-,0.0,-,0.0
17286,2010,Afghanistan,AFG,France,FRA,1790,0.0,0.0,-,0.0,-,0.0
18287,2010,Lebanon,LBN,Bulgaria,BGR,28,10.0,0.0,-,0.0,-,0.0
18288,2010,Lebanon,LBN,Cyprus,CYP,25,106.0,0.0,-,0.0,-,0.0
18289,2010,Lebanon,LBN,Denmark,DNK,75,8.0,0.0,-,0.0,-,0.0
18232,2010,Kuwait,KWT,United Kingdom of Great Britain and Northern Ireland,GBR,490,0.0,0.0,-,0.0,-,0.0
18231,2010,Kuwait,KWT,Denmark,DNK,0,5.0,0.0,-,0.0,-,0.0
18286,2010,Lebanon,LBN,Belgium,BEL,62,0.0,0.0,-,0.0,-,0.0
17280,2010,Afghanistan,AFG,Bulgaria,BGR,2048,402.0,0.0,-,0.0,-,0.0
17283,2010,Afghanistan,AFG,Denmark,DNK,4467,974.0,0.0,-,0.0,-,0.0
17282,2010,Afghanistan,AFG,Czechia,CZE,224,7.0,0.0,-,0.0,-,0.0
17281,2010,Afghanistan,AFG,Cyprus,CYP,7,112.0,0.0,-,0.0,-,0.0
17279,2010,Afghanistan,AFG,Belarus,BLR,417,55.0,0.0,-,0.0,-,0.0
17278,2010,Afghanistan,AFG,Belgium,BEL,501,0.0,0.0,-,0.0,-,0.0
17284,2010,Afghanistan,AFG,Estonia,EST,12,0.0,0.0,-,0.0,-,0.0
17277,2010,Afghanistan,AFG,Austria,AUT,7359,2696.0,0.0,-,0.0,-,0.0
20742,2011,Turkmenistan,TKM,Czechia,CZE,7,0.0,0.0,-,0.0,-,0.0
20746,2011,Turkmenistan,TKM,Germany,DEU,200,15.0,0.0,-,0.0,-,0.0
20741,2011,Turkmenistan,TKM,Belgium,BEL,0,5.0,0.0,-,0.0,-,0.0
20740,2011,Turkmenistan,TKM,Austria,AUT,14,0.0,0.0,-,0.0,-,0.0
20739,2011,Tajikistan,TJK,Ukraine,UKR,11,0.0,0.0,-,0.0,-,0.0
20743,2011,Turkmenistan,TKM,Finland,FIN,5,0.0,0.0,-,0.0,-,0.0
20744,2011,Turkmenistan,TKM,France,FRA,9,0.0,0.0,-,0.0,-,0.0
20745,2011,Turkmenistan,TKM,United Kingdom of Great Britain and Northern Ireland,GBR,36,5.0,0.0,-,0.0,-,0.0
20616,2011,Somalia,SOM,Romania,ROU,85,30.0,0.0,-,0.0,-,0.0
20747,2011,Turkmenistan,TKM,Netherlands (Kingdom of the),NLD,20,0.0,0.0,-,0.0,-,0.0
20748,2011,Turkmenistan,TKM,Norway,NOR,7,0.0,0.0,-,0.0,-,0.0
20762,2011,Togo,TGO,Malta,MLT,0,26.0,0.0,-,0.0,-,0.0
20761,2011,Togo,TGO,Italy,ITA,1494,0.0,0.0,-,0.0,-,0.0
20760,2011,Togo,TGO,Ireland,IRL,80,41.0,0.0,-,0.0,-,0.0
20759,2011,Togo,TGO,Hungary,HUN,8,0.0,0.0,-,0.0,-,0.0
20758,2011,Togo,TGO,Germany,DEU,4007,160.0,0.0,-,0.0,-,0.0
20757,2011,Togo,TGO,United Kingdom of Great Britain and Northern Ireland,GBR,47,7.0,0.0,-,0.0,-,0.0
20738,2011,Tajikistan,TJK,Sweden,SWE,46,30.0,0.0,-,0.0,-,0.0
20756,2011,Togo,TGO,France,FRA,699,0.0,0.0,-,0.0,-,0.0
20754,2011,Togo,TGO,Belgium,BEL,132,240.0,0.0,-,0.0,-,0.0
20753,2011,Togo,TGO,Austria,AUT,28,7.0,0.0,-,0.0,-,0.0
20752,2011,Turkmenistan,TKM,Ukraine,UKR,5,0.0,0.0,-,0.0,-,0.0
20751,2011,Turkmenistan,TKM,Switzerland,CHE,12,0.0,0.0,-,0.0,-,0.0
20750,2011,Turkmenistan,TKM,Sweden,SWE,63,6.0,0.0,-,0.0,-,0.0
20749,2011,Turkmenistan,TKM,Poland,POL,5,6.0,0.0,-,0.0,-,0.0
20755,2011,Togo,TGO,Finland,FIN,5,5.0,0.0,-,0.0,-,0.0
20737,2011,Tajikistan,TJK,Norway,NOR,15,8.0,0.0,-,0.0,-,0.0
20733,2011,Tajikistan,TJK,France,FRA,28,0.0,0.0,-,0.0,-,0.0
20735,2011,Tajikistan,TJK,Germany,DEU,146,135.0,0.0,-,0.0,-,0.0
20711,2011,Syrian Arab Rep.,SYR,Switzerland,CHE,1074,1066.0,0.0,-,0.0,-,0.0
20712,2011,Syrian Arab Rep.,SYR,Ukraine,UKR,43,176.0,0.0,-,0.0,-,0.0
20713,2011,United Rep. of Tanzania,TZA,Austria,AUT,0,5.0,0.0,-,0.0,-,0.0
20714,2011,United Rep. of Tanzania,TZA,Belgium,BEL,45,51.0,0.0,-,0.0,-,0.0
20715,2011,United Rep. of Tanzania,TZA,Bulgaria,BGR,5,5.0,0.0,-,0.0,-,0.0
20716,2011,United Rep. of Tanzania,TZA,Finland,FIN,5,0.0,0.0,-,0.0,-,0.0
20717,2011,United Rep. of Tanzania,TZA,United Kingdom of Great Britain and Northern Ireland,GBR,96,34.0,0.0,-,0.0,-,0.0
20718,2011,United Rep. of Tanzania,TZA,Germany,DEU,30,10.0,0.0,-,0.0,-,0.0
20719,2011,United Rep. of Tanzania,TZA,Ireland,IRL,0,5.0,0.0,-,0.0,-,0.0
20720,2011,United Rep. of Tanzania,TZA,Italy,ITA,5,0.0,0.0,-,0.0,-,0.0
20721,2011,United Rep. of Tanzania,TZA,Netherlands (Kingdom of the),NLD,10,5.0,0.0,-,0.0,-,0.0
20736,2011,Tajikistan,TJK,Netherlands (Kingdom of the),NLD,47,11.0,0.0,-,0.0,-,0.0
20722,2011,United Rep. of Tanzania,TZA,Norway,NOR,5,5.0,0.0,-,0.0,-,0.0
20724,2011,United Rep. of Tanzania,TZA,Switzerland,CHE,10,9.0,0.0,-,0.0,-,0.0
20725,2011,Thailand,THA,United Kingdom of Great Britain and Northern Ireland,GBR,19,5.0,0.0,-,0.0,-,0.0
20726,2011,Thailand,THA,Germany,DEU,212,0.0,0.0,-,0.0,-,0.0
20727,2011,Thailand,THA,Norway,NOR,31,0.0,0.0,-,0.0,-,0.0
20728,2011,Thailand,THA,Sweden,SWE,17,0.0,0.0,-,0.0,-,0.0
20729,2011,Tajikistan,TJK,Austria,AUT,50,55.0,0.0,-,0.0,-,0.0
20730,2011,Tajikistan,TJK,Belgium,BEL,0,9.0,0.0,-,0.0,-,0.0
20731,2011,Tajikistan,TJK,Belarus,BLR,13,0.0,0.0,-,0.0,-,0.0
20732,2011,Tajikistan,TJK,Finland,FIN,10,0.0,0.0,-,0.0,-,0.0
20763,2011,Togo,TGO,Netherlands (Kingdom of the),NLD,187,18.0,0.0,-,0.0,-,0.0
20734,2011,Tajikistan,TJK,United Kingdom of Great Britain and Northern Ireland,GBR,5,0.0,0.0,-,0.0,-,0.0
20723,2011,United Rep. of Tanzania,TZA,Sweden,SWE,20,30.0,0.0,-,0.0,-,0.0
20764,2011,Togo,TGO,Norway,NOR,14,0.0,0.0,-,0.0,-,0.0
20765,2011,Togo,TGO,Poland,POL,5,0.0,0.0,-,0.0,-,0.0
20766,2011,Togo,TGO,Sweden,SWE,16,5.0,0.0,-,0.0,-,0.0
20800,2011,Türkiye,TUR,Croatia,HRV,0,5.0,0.0,-,0.0,-,0.0
20801,2011,Türkiye,TUR,Hungary,HUN,73,0.0,0.0,-,0.0,-,0.0
20802,2011,Türkiye,TUR,Ireland,IRL,18,8.0,0.0,-,0.0,-,0.0
20803,2011,Türkiye,TUR,Italy,ITA,1792,0.0,0.0,-,0.0,-,0.0
20804,2011,Türkiye,TUR,Malta,MLT,7,0.0,0.0,-,0.0,-,0.0
20805,2011,Türkiye,TUR,Netherlands (Kingdom of the),NLD,577,95.0,0.0,-,0.0,-,0.0
20806,2011,Türkiye,TUR,Norway,NOR,140,62.0,0.0,-,0.0,-,0.0
20807,2011,Türkiye,TUR,Poland,POL,33,11.0,0.0,-,0.0,-,0.0
20808,2011,Türkiye,TUR,Romania,ROU,40,32.0,0.0,-,0.0,-,0.0
20809,2011,Türkiye,TUR,Sweden,SWE,551,135.0,0.0,-,0.0,-,0.0
20810,2011,Türkiye,TUR,Switzerland,CHE,4224,827.0,0.0,-,0.0,-,0.0
20811,2011,Türkiye,TUR,Ukraine,UKR,9,15.0,0.0,-,0.0,-,0.0
20812,2011,United Arab Emirates,ARE,United Kingdom of Great Britain and Northern Ireland,GBR,7,0.0,0.0,-,0.0,-,0.0
20799,2011,Türkiye,TUR,Greece,GRC,37,0.0,0.0,-,0.0,-,0.0
20813,2011,United Arab Emirates,ARE,Germany,DEU,417,0.0,0.0,-,0.0,-,0.0
20815,2011,Uganda,UGA,Belgium,BEL,16,18.0,0.0,-,0.0,-,0.0
20816,2011,Uganda,UGA,Denmark,DNK,13,5.0,0.0,-,0.0,-,0.0
20817,2011,Uganda,UGA,Finland,FIN,0,5.0,0.0,-,0.0,-,0.0
20818,2011,Uganda,UGA,France,FRA,53,0.0,0.0,-,0.0,-,0.0
20819,2011,Uganda,UGA,United Kingdom of Great Britain and Northern Ireland,GBR,1417,206.0,0.0,-,0.0,-,0.0
20820,2011,Uganda,UGA,Germany,DEU,258,88.0,0.0,-,0.0,-,0.0
20821,2011,Uganda,UGA,Greece,GRC,6,0.0,0.0,-,0.0,-,0.0
20822,2011,Uganda,UGA,Hungary,HUN,7,0.0,0.0,-,0.0,-,0.0
20823,2011,Uganda,UGA,Ireland,IRL,87,54.0,0.0,-,0.0,-,0.0
20824,2011,Uganda,UGA,Italy,ITA,25,0.0,0.0,-,0.0,-,0.0
20825,2011,Uganda,UGA,Netherlands (Kingdom of the),NLD,195,74.0,0.0,-,0.0,-,0.0
20826,2011,Uganda,UGA,Norway,NOR,33,49.0,0.0,-,0.0,-,0.0
20827,2011,Uganda,UGA,Poland,POL,0,7.0,0.0,-,0.0,-,0.0
20814,2011,Uganda,UGA,Austria,AUT,17,27.0,0.0,-,0.0,-,0.0
20798,2011,Türkiye,TUR,Germany,DEU,92968,2806.0,0.0,-,0.0,-,0.0
20797,2011,Türkiye,TUR,United Kingdom of Great Britain and Northern Ireland,GBR,5776,229.0,0.0,-,0.0,-,0.0
20796,2011,Türkiye,TUR,France,FRA,10885,0.0,0.0,-,0.0,-,0.0
20767,2011,Togo,TGO,Switzerland,CHE,666,74.0,0.0,-,0.0,-,0.0
20768,2011,Togo,TGO,Ukraine,UKR,0,20.0,0.0,-,0.0,-,0.0
20769,2011,Trinidad and Tobago,TTO,United Kingdom of Great Britain and Northern Ireland,GBR,14,19.0,0.0,-,0.0,-,0.0
20770,2011,Trinidad and Tobago,TTO,Netherlands (Kingdom of the),NLD,5,0.0,0.0,-,0.0,-,0.0
20771,2011,Tunisia,TUN,Austria,AUT,9,69.0,0.0,-,0.0,-,0.0
20772,2011,Tunisia,TUN,Belgium,BEL,11,20.0,0.0,-,0.0,-,0.0
20773,2011,Tunisia,TUN,Bulgaria,BGR,13,10.0,0.0,-,0.0,-,0.0
20774,2011,Tunisia,TUN,Denmark,DNK,5,0.0,0.0,-,0.0,-,0.0
20775,2011,Tunisia,TUN,Finland,FIN,0,10.0,0.0,-,0.0,-,0.0
20776,2011,Tunisia,TUN,France,FRA,183,0.0,0.0,-,0.0,-,0.0
20777,2011,Tunisia,TUN,United Kingdom of Great Britain and Northern Ireland,GBR,26,14.0,0.0,-,0.0,-,0.0
20778,2011,Tunisia,TUN,Germany,DEU,752,286.0,0.0,-,0.0,-,0.0
20779,2011,Tunisia,TUN,Hungary,HUN,5,0.0,0.0,-,0.0,-,0.0
20780,2011,Tunisia,TUN,Italy,ITA,100,0.0,0.0,-,0.0,-,0.0
20781,2011,Tunisia,TUN,Malta,MLT,5,0.0,0.0,-,0.0,-,0.0
20782,2011,Tunisia,TUN,Netherlands (Kingdom of the),NLD,39,8.0,0.0,-,0.0,-,0.0
20783,2011,Tunisia,TUN,Norway,NOR,0,27.0,0.0,-,0.0,-,0.0
20784,2011,Tunisia,TUN,Romania,ROU,0,36.0,0.0,-,0.0,-,0.0
20785,2011,Tunisia,TUN,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,5.0,0.0,-,0.0,-,0.0
20786,2011,Tunisia,TUN,Sweden,SWE,53,127.0,0.0,-,0.0,-,0.0
20787,2011,Tunisia,TUN,Switzerland,CHE,442,817.0,0.0,-,0.0,-,0.0
20788,2011,Türkiye,TUR,Albania,ALB,5,0.0,0.0,-,0.0,-,0.0
20789,2011,Türkiye,TUR,Austria,AUT,1329,655.0,0.0,-,0.0,-,0.0
20790,2011,Türkiye,TUR,Belgium,BEL,512,274.0,0.0,-,0.0,-,0.0
20791,2011,Türkiye,TUR,Bulgaria,BGR,100,12.0,0.0,-,0.0,-,0.0
20792,2011,Türkiye,TUR,Cyprus,CYP,152,147.0,0.0,-,0.0,-,0.0
20793,2011,Türkiye,TUR,Czechia,CZE,19,0.0,0.0,-,0.0,-,0.0
20794,2011,Türkiye,TUR,Denmark,DNK,28,0.0,0.0,-,0.0,-,0.0
20795,2011,Türkiye,TUR,Finland,FIN,252,57.0,0.0,-,0.0,-,0.0
20710,2011,Syrian Arab Rep.,SYR,Sweden,SWE,1206,485.0,0.0,-,0.0,-,0.0
20709,2011,Syrian Arab Rep.,SYR,Slovenia,SVN,0,6.0,0.0,-,0.0,-,0.0
20705,2011,Syrian Arab Rep.,SYR,Norway,NOR,171,336.0,0.0,-,0.0,-,0.0
20707,2011,Syrian Arab Rep.,SYR,Romania,ROU,20,27.0,0.0,-,0.0,-,0.0
20621,2011,Somalia,SOM,Switzerland,CHE,4148,440.0,0.0,-,0.0,-,0.0
20622,2011,Somalia,SOM,Ukraine,UKR,33,223.0,0.0,-,0.0,-,0.0
20623,2011,Spain,ESP,Belgium,BEL,5,0.0,0.0,-,0.0,-,0.0
20624,2011,Spain,ESP,Germany,DEU,8,0.0,0.0,-,0.0,-,0.0
20625,2011,Spain,ESP,Switzerland,CHE,0,10.0,0.0,-,0.0,-,0.0
20626,2011,Viet Nam,VNM,Austria,AUT,37,6.0,0.0,-,0.0,-,0.0
20828,2011,Uganda,UGA,Sweden,SWE,121,76.0,0.0,-,0.0,-,0.0
20627,2011,Viet Nam,VNM,Belgium,BEL,52,5.0,0.0,-,0.0,-,0.0
20628,2011,Viet Nam,VNM,Bulgaria,BGR,0,5.0,0.0,-,0.0,-,0.0
20629,2011,Viet Nam,VNM,Cyprus,CYP,0,62.0,0.0,-,0.0,-,0.0
20630,2011,Viet Nam,VNM,Czechia,CZE,62,0.0,0.0,-,0.0,-,0.0
20631,2011,Viet Nam,VNM,Denmark,DNK,37,5.0,0.0,-,0.0,-,0.0
20620,2011,Somalia,SOM,Sweden,SWE,17602,1744.0,0.0,-,0.0,-,0.0
20632,2011,Viet Nam,VNM,Finland,FIN,0,5.0,0.0,-,0.0,-,0.0
20634,2011,Viet Nam,VNM,United Kingdom of Great Britain and Northern Ireland,GBR,1066,185.0,0.0,-,0.0,-,0.0
20635,2011,Viet Nam,VNM,Germany,DEU,24261,570.0,0.0,-,0.0,-,0.0
20636,2011,Viet Nam,VNM,Greece,GRC,5,0.0,0.0,-,0.0,-,0.0
20637,2011,Viet Nam,VNM,Ireland,IRL,0,6.0,0.0,-,0.0,-,0.0
20638,2011,Viet Nam,VNM,Italy,ITA,9,0.0,0.0,-,0.0,-,0.0
20639,2011,Viet Nam,VNM,Netherlands (Kingdom of the),NLD,34,5.0,0.0,-,0.0,-,0.0
20640,2011,Viet Nam,VNM,Norway,NOR,14,14.0,0.0,-,0.0,-,0.0
20641,2011,Viet Nam,VNM,Poland,POL,17,20.0,0.0,-,0.0,-,0.0
20642,2011,Viet Nam,VNM,Sweden,SWE,97,38.0,0.0,-,0.0,-,0.0
20643,2011,Viet Nam,VNM,Switzerland,CHE,1397,5.0,0.0,-,0.0,-,0.0
20644,2011,Viet Nam,VNM,Ukraine,UKR,0,7.0,0.0,-,0.0,-,0.0
20645,2011,Sudan,SDN,Austria,AUT,237,96.0,0.0,-,0.0,-,0.0
20633,2011,Viet Nam,VNM,France,FRA,8654,0.0,0.0,-,0.0,-,0.0
20646,2011,Sudan,SDN,Belgium,BEL,65,58.0,0.0,-,0.0,-,0.0
20619,2011,Somalia,SOM,Slovenia,SVN,12,0.0,0.0,-,0.0,-,0.0
20589,2011,Sierra Leone,SLE,Norway,NOR,21,22.0,0.0,-,0.0,-,0.0
20615,2011,Somalia,SOM,Poland,POL,51,5.0,0.0,-,0.0,-,0.0
20614,2011,Somalia,SOM,Norway,NOR,7981,1751.0,0.0,-,0.0,-,0.0
20613,2011,Somalia,SOM,Netherlands (Kingdom of the),NLD,15715,1595.0,0.0,-,0.0,-,0.0
20612,2011,Somalia,SOM,Malta,MLT,4009,137.0,0.0,-,0.0,-,0.0
20611,2011,Somalia,SOM,North Macedonia,MKD,0,42.0,0.0,-,0.0,-,0.0
20610,2011,Somalia,SOM,Italy,ITA,8497,0.0,0.0,-,0.0,-,0.0
