,Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum-seekers,IDPs of concern to UNHCR,Other people in need of international protection,Stateless persons,Host Community,Others of concern
4057,2002,China,CHN,Belgium,BEL,5,0.0,0.0,-,0.0,-,0.0
4056,2002,China,CHN,Austria,AUT,21,0.0,0.0,-,0.0,-,0.0
4067,2002,China,CHN,Ireland,IRL,6,0.0,0.0,-,0.0,-,0.0
4027,2002,Bulgaria,BGR,Sweden,SWE,38,239.0,0.0,-,0.0,-,0.0
4026,2002,Bulgaria,BGR,Slovakia,SVK,8,11.0,0.0,-,0.0,-,0.0
4025,2002,Bulgaria,BGR,Norway,NOR,8,0.0,0.0,-,0.0,-,0.0
3995,2002,Bosnia and Herzegovina,BIH,France,FRA,1513,0.0,0.0,-,0.0,-,0.0
3994,2002,Bosnia and Herzegovina,BIH,Finland,FIN,82,0.0,0.0,-,0.0,-,0.0
3993,2002,Bosnia and Herzegovina,BIH,Denmark,DNK,27851,159.0,0.0,-,0.0,-,0.0
3992,2002,Bosnia and Herzegovina,BIH,Czechia,CZE,19,7.0,0.0,-,0.0,-,0.0
3991,2002,Bosnia and Herzegovina,BIH,Cyprus,CYP,5,33.0,0.0,-,0.0,-,0.0
3990,2002,Bosnia and Herzegovina,BIH,Bulgaria,BGR,35,0.0,0.0,-,0.0,-,0.0
3989,2002,Bosnia and Herzegovina,BIH,Belgium,BEL,151,0.0,0.0,-,0.0,-,0.0
3988,2002,Bosnia and Herzegovina,BIH,Austria,AUT,1255,0.0,0.0,-,0.0,-,0.0
3987,2002,Brazil,BRA,Switzerland,CHE,6,5.0,0.0,-,0.0,-,0.0
3986,2002,Brazil,BRA,Sweden,SWE,0,11.0,0.0,-,0.0,-,0.0
3985,2002,Brazil,BRA,Germany,DEU,150,0.0,0.0,-,0.0,-,0.0
3996,2002,Bosnia and Herzegovina,BIH,United Kingdom of Great Britain and Northern Ireland,GBR,65,0.0,0.0,-,0.0,-,0.0
3984,2002,Botswana,BWA,Germany,DEU,5,0.0,0.0,-,0.0,-,0.0
3982,2002,Bolivia (Plurinational State of),BOL,Sweden,SWE,59,281.0,0.0,-,0.0,-,0.0
3981,2002,Bolivia (Plurinational State of),BOL,Norway,NOR,5,0.0,0.0,-,0.0,-,0.0
3980,2002,Bolivia (Plurinational State of),BOL,Germany,DEU,64,0.0,0.0,-,0.0,-,0.0
3979,2002,Bolivia (Plurinational State of),BOL,France,FRA,25,0.0,0.0,-,0.0,-,0.0
3978,2002,Bolivia (Plurinational State of),BOL,Finland,FIN,13,0.0,0.0,-,0.0,-,0.0
3977,2002,Bolivia (Plurinational State of),BOL,Belgium,BEL,13,0.0,0.0,-,0.0,-,0.0
3976,2002,Belarus,BLR,Switzerland,CHE,0,142.0,0.0,-,0.0,-,0.0
3975,2002,Belarus,BLR,Sweden,SWE,88,708.0,0.0,-,0.0,-,0.0
3974,2002,Belarus,BLR,Slovenia,SVN,5,0.0,0.0,-,0.0,-,0.0
3973,2002,Belarus,BLR,Slovakia,SVK,0,5.0,0.0,-,0.0,-,0.0
3972,2002,Belarus,BLR,Poland,POL,55,57.0,0.0,-,0.0,-,0.0
3983,2002,Bolivia (Plurinational State of),BOL,Switzerland,CHE,0,17.0,0.0,-,0.0,-,0.0
4080,2002,Chile,CHL,France,FRA,102,0.0,0.0,-,0.0,-,0.0
3997,2002,Bosnia and Herzegovina,BIH,Germany,DEU,40531,592.0,0.0,-,0.0,-,0.0
3999,2002,Bosnia and Herzegovina,BIH,Croatia,HRV,7672,0.0,0.0,-,0.0,-,0.0
4024,2002,Bulgaria,BGR,Netherlands (Kingdom of the),NLD,44,16.0,0.0,-,0.0,-,0.0
4023,2002,Bulgaria,BGR,Ireland,IRL,40,0.0,0.0,-,0.0,-,0.0
4022,2002,Bulgaria,BGR,Germany,DEU,998,145.0,0.0,-,0.0,-,0.0
4021,2002,Bulgaria,BGR,United Kingdom of Great Britain and Northern Ireland,GBR,10,0.0,0.0,-,0.0,-,0.0
4020,2002,Bulgaria,BGR,France,FRA,88,0.0,0.0,-,0.0,-,0.0
4019,2002,Bulgaria,BGR,Finland,FIN,8,0.0,0.0,-,0.0,-,0.0
4018,2002,Bulgaria,BGR,Denmark,DNK,11,0.0,0.0,-,0.0,-,0.0
4017,2002,Bulgaria,BGR,Czechia,CZE,37,58.0,0.0,-,0.0,-,0.0
4016,2002,Bulgaria,BGR,Cyprus,CYP,0,5.0,0.0,-,0.0,-,0.0
4015,2002,Bulgaria,BGR,Belgium,BEL,19,0.0,0.0,-,0.0,-,0.0
4014,2002,Bulgaria,BGR,Austria,AUT,5,0.0,0.0,-,0.0,-,0.0
3998,2002,Bosnia and Herzegovina,BIH,Greece,GRC,0,5.0,0.0,-,0.0,-,0.0
4013,2002,Bosnia and Herzegovina,BIH,Ukraine,UKR,5,0.0,0.0,-,0.0,-,0.0
4011,2002,Bosnia and Herzegovina,BIH,Sweden,SWE,53435,3022.0,0.0,-,0.0,-,0.0
4010,2002,Bosnia and Herzegovina,BIH,Slovenia,SVN,353,18.0,0.0,-,0.0,-,0.0
4009,2002,Bosnia and Herzegovina,BIH,Slovakia,SVK,35,0.0,0.0,-,0.0,-,0.0
4008,2002,Bosnia and Herzegovina,BIH,Serbia and Kosovo: S/RES/1244 (1999),SRB,121449,0.0,0.0,-,0.0,-,0.0
4007,2002,Bosnia and Herzegovina,BIH,Romania,ROU,5,0.0,0.0,-,0.0,-,0.0
4006,2002,Bosnia and Herzegovina,BIH,Poland,POL,388,14.0,0.0,-,0.0,-,0.0
4004,2002,Bosnia and Herzegovina,BIH,Netherlands (Kingdom of the),NLD,24556,923.0,0.0,-,0.0,-,0.0
4003,2002,Bosnia and Herzegovina,BIH,North Macedonia,MKD,50,0.0,0.0,-,0.0,-,0.0
4002,2002,Bosnia and Herzegovina,BIH,Italy,ITA,59,0.0,0.0,-,0.0,-,0.0
4001,2002,Bosnia and Herzegovina,BIH,Ireland,IRL,655,0.0,0.0,-,0.0,-,0.0
4000,2002,Bosnia and Herzegovina,BIH,Hungary,HUN,5,0.0,0.0,-,0.0,-,0.0
4012,2002,Bosnia and Herzegovina,BIH,Switzerland,CHE,7654,1030.0,0.0,-,0.0,-,0.0
3971,2002,Belarus,BLR,Norway,NOR,39,0.0,0.0,-,0.0,-,0.0
4081,2002,Chile,CHL,Germany,DEU,1056,0.0,0.0,-,0.0,-,0.0
4083,2002,Chile,CHL,Sweden,SWE,99,225.0,0.0,-,0.0,-,0.0
4162,2002,Cuba,CUB,Czechia,CZE,21,0.0,0.0,-,0.0,-,0.0
4161,2002,Costa Rica,CRI,Germany,DEU,7,0.0,0.0,-,0.0,-,0.0
4160,2002,Colombia,COL,Switzerland,CHE,201,34.0,0.0,-,0.0,-,0.0
4159,2002,Colombia,COL,Sweden,SWE,563,142.0,0.0,-,0.0,-,0.0
4158,2002,Colombia,COL,Norway,NOR,210,0.0,0.0,-,0.0,-,0.0
4157,2002,Colombia,COL,Netherlands (Kingdom of the),NLD,35,44.0,0.0,-,0.0,-,0.0
4156,2002,Colombia,COL,Italy,ITA,103,0.0,0.0,-,0.0,-,0.0
4155,2002,Colombia,COL,Germany,DEU,236,73.0,0.0,-,0.0,-,0.0
4154,2002,Colombia,COL,United Kingdom of Great Britain and Northern Ireland,GBR,1140,0.0,0.0,-,0.0,-,0.0
4153,2002,Colombia,COL,France,FRA,264,0.0,0.0,-,0.0,-,0.0
4152,2002,Colombia,COL,Finland,FIN,12,0.0,0.0,-,0.0,-,0.0
4151,2002,Colombia,COL,Denmark,DNK,8,5.0,0.0,-,0.0,-,0.0
4150,2002,Colombia,COL,Belgium,BEL,40,0.0,0.0,-,0.0,-,0.0
4149,2002,Colombia,COL,Austria,AUT,24,0.0,0.0,-,0.0,-,0.0
4148,2002,Comoros,COM,Germany,DEU,5,0.0,0.0,-,0.0,-,0.0
4147,2002,Comoros,COM,France,FRA,10,0.0,0.0,-,0.0,-,0.0
4146,2002,Dem. Rep. of the Congo,COD,Ukraine,UKR,14,0.0,0.0,-,0.0,-,0.0
4145,2002,Dem. Rep. of the Congo,COD,Switzerland,CHE,906,491.0,0.0,-,0.0,-,0.0
4144,2002,Dem. Rep. of the Congo,COD,Sweden,SWE,228,106.0,0.0,-,0.0,-,0.0
4143,2002,Dem. Rep. of the Congo,COD,Slovakia,SVK,5,0.0,0.0,-,0.0,-,0.0
4142,2002,Dem. Rep. of the Congo,COD,Romania,ROU,23,0.0,0.0,-,0.0,-,0.0
4141,2002,Dem. Rep. of the Congo,COD,Poland,POL,5,0.0,0.0,-,0.0,-,0.0
4140,2002,Dem. Rep. of the Congo,COD,Norway,NOR,255,0.0,0.0,-,0.0,-,0.0
4163,2002,Cuba,CUB,Denmark,DNK,12,0.0,0.0,-,0.0,-,0.0
4164,2002,Cuba,CUB,Finland,FIN,27,0.0,0.0,-,0.0,-,0.0
4165,2002,Cuba,CUB,France,FRA,90,0.0,0.0,-,0.0,-,0.0
4166,2002,Cuba,CUB,Germany,DEU,469,9.0,0.0,-,0.0,-,0.0
4190,2002,Dominican Rep.,DOM,Germany,DEU,46,0.0,0.0,-,0.0,-,0.0
4189,2002,Djibouti,DJI,Sweden,SWE,10,0.0,0.0,-,0.0,-,0.0
4188,2002,Djibouti,DJI,Netherlands (Kingdom of the),NLD,5,0.0,0.0,-,0.0,-,0.0
4187,2002,Djibouti,DJI,Germany,DEU,7,5.0,0.0,-,0.0,-,0.0
4186,2002,Djibouti,DJI,France,FRA,42,0.0,0.0,-,0.0,-,0.0
4185,2002,Djibouti,DJI,Belgium,BEL,8,0.0,0.0,-,0.0,-,0.0
4184,2002,Denmark,DNK,Germany,DEU,6,0.0,0.0,-,0.0,-,0.0
4183,2002,Czechia,CZE,Switzerland,CHE,28,7.0,0.0,-,0.0,-,0.0
4182,2002,Czechia,CZE,Sweden,SWE,0,23.0,0.0,-,0.0,-,0.0
4181,2002,Czechia,CZE,Netherlands (Kingdom of the),NLD,35,29.0,0.0,-,0.0,-,0.0
4180,2002,Czechia,CZE,Ireland,IRL,80,0.0,0.0,-,0.0,-,0.0
4139,2002,Dem. Rep. of the Congo,COD,Netherlands (Kingdom of the),NLD,1979,1008.0,0.0,-,0.0,-,0.0
4179,2002,Czechia,CZE,Germany,DEU,5935,7.0,0.0,-,0.0,-,0.0
4177,2002,Czechia,CZE,France,FRA,36,0.0,0.0,-,0.0,-,0.0
4176,2002,Czechia,CZE,Belgium,BEL,35,0.0,0.0,-,0.0,-,0.0
4175,2002,Czechia,CZE,Austria,AUT,5,0.0,0.0,-,0.0,-,0.0
4174,2002,Cabo Verde,CPV,Germany,DEU,5,0.0,0.0,-,0.0,-,0.0
4173,2002,Cuba,CUB,Switzerland,CHE,57,13.0,0.0,-,0.0,-,0.0
4172,2002,Cuba,CUB,Sweden,SWE,452,35.0,0.0,-,0.0,-,0.0
4171,2002,Cuba,CUB,Poland,POL,5,0.0,0.0,-,0.0,-,0.0
4170,2002,Cuba,CUB,Norway,NOR,9,0.0,0.0,-,0.0,-,0.0
4169,2002,Cuba,CUB,Netherlands (Kingdom of the),NLD,7,5.0,0.0,-,0.0,-,0.0
4168,2002,Cuba,CUB,Italy,ITA,15,0.0,0.0,-,0.0,-,0.0
4167,2002,Cuba,CUB,Ireland,IRL,5,0.0,0.0,-,0.0,-,0.0
4178,2002,Czechia,CZE,United Kingdom of Great Britain and Northern Ireland,GBR,85,0.0,0.0,-,0.0,-,0.0
4138,2002,Dem. Rep. of the Congo,COD,Malta,MLT,5,0.0,0.0,-,0.0,-,0.0
4137,2002,Dem. Rep. of the Congo,COD,Italy,ITA,332,0.0,0.0,-,0.0,-,0.0
4136,2002,Dem. Rep. of the Congo,COD,Ireland,IRL,352,0.0,0.0,-,0.0,-,0.0
4107,2002,Congo,COG,Belarus,BLR,0,5.0,0.0,-,0.0,-,0.0
4106,2002,Congo,COG,Belgium,BEL,54,0.0,0.0,-,0.0,-,0.0
4105,2002,Congo,COG,Austria,AUT,26,0.0,0.0,-,0.0,-,0.0
4104,2002,Cameroon,CMR,Switzerland,CHE,25,144.0,0.0,-,0.0,-,0.0
4103,2002,Cameroon,CMR,Sweden,SWE,14,24.0,0.0,-,0.0,-,0.0
4102,2002,Cameroon,CMR,Slovakia,SVK,5,0.0,0.0,-,0.0,-,0.0
4101,2002,Cameroon,CMR,Poland,POL,14,0.0,0.0,-,0.0,-,0.0
4100,2002,Cameroon,CMR,Norway,NOR,30,0.0,0.0,-,0.0,-,0.0
4099,2002,Cameroon,CMR,Netherlands (Kingdom of the),NLD,82,408.0,0.0,-,0.0,-,0.0
4098,2002,Cameroon,CMR,Italy,ITA,63,0.0,0.0,-,0.0,-,0.0
4097,2002,Cameroon,CMR,Ireland,IRL,38,0.0,0.0,-,0.0,-,0.0
4108,2002,Congo,COG,Bulgaria,BGR,20,0.0,0.0,-,0.0,-,0.0
4096,2002,Cameroon,CMR,Hungary,HUN,74,5.0,0.0,-,0.0,-,0.0
4094,2002,Cameroon,CMR,Germany,DEU,1223,675.0,0.0,-,0.0,-,0.0
4093,2002,Cameroon,CMR,United Kingdom of Great Britain and Northern Ireland,GBR,175,0.0,0.0,-,0.0,-,0.0
4092,2002,Cameroon,CMR,France,FRA,164,0.0,0.0,-,0.0,-,0.0
4091,2002,Cameroon,CMR,Finland,FIN,5,0.0,0.0,-,0.0,-,0.0
4090,2002,Cameroon,CMR,Denmark,DNK,13,5.0,0.0,-,0.0,-,0.0
4089,2002,Cameroon,CMR,Cyprus,CYP,0,8.0,0.0,-,0.0,-,0.0
4088,2002,Cameroon,CMR,Bulgaria,BGR,5,0.0,0.0,-,0.0,-,0.0
4087,2002,Cameroon,CMR,Belarus,BLR,0,9.0,0.0,-,0.0,-,0.0
4086,2002,Cameroon,CMR,Belgium,BEL,25,0.0,0.0,-,0.0,-,0.0
4085,2002,Cameroon,CMR,Austria,AUT,39,0.0,0.0,-,0.0,-,0.0
4084,2002,Chile,CHL,Switzerland,CHE,35,0.0,0.0,-,0.0,-,0.0
4095,2002,Cameroon,CMR,Greece,GRC,5,0.0,0.0,-,0.0,-,0.0
4082,2002,Chile,CHL,Norway,NOR,5,0.0,0.0,-,0.0,-,0.0
4109,2002,Congo,COG,Denmark,DNK,54,0.0,0.0,-,0.0,-,0.0
4111,2002,Congo,COG,France,FRA,1131,0.0,0.0,-,0.0,-,0.0
4135,2002,Dem. Rep. of the Congo,COD,Hungary,HUN,21,0.0,0.0,-,0.0,-,0.0
4134,2002,Dem. Rep. of the Congo,COD,Greece,GRC,22,23.0,0.0,-,0.0,-,0.0
4133,2002,Dem. Rep. of the Congo,COD,Germany,DEU,7370,1204.0,0.0,-,0.0,-,0.0
4132,2002,Dem. Rep. of the Congo,COD,United Kingdom of Great Britain and Northern Ireland,GBR,4330,0.0,0.0,-,0.0,-,0.0
4131,2002,Dem. Rep. of the Congo,COD,France,FRA,6339,0.0,0.0,-,0.0,-,0.0
4130,2002,Dem. Rep. of the Congo,COD,Finland,FIN,147,0.0,0.0,-,0.0,-,0.0
4129,2002,Dem. Rep. of the Congo,COD,Denmark,DNK,142,14.0,0.0,-,0.0,-,0.0
4128,2002,Dem. Rep. of the Congo,COD,Bulgaria,BGR,30,17.0,0.0,-,0.0,-,0.0
4127,2002,Dem. Rep. of the Congo,COD,Belgium,BEL,1105,0.0,0.0,-,0.0,-,0.0
4126,2002,Dem. Rep. of the Congo,COD,Austria,AUT,201,0.0,0.0,-,0.0,-,0.0
4125,2002,Congo,COG,Ukraine,UKR,120,0.0,0.0,-,0.0,-,0.0
4110,2002,Congo,COG,Finland,FIN,13,0.0,0.0,-,0.0,-,0.0
4124,2002,Congo,COG,Switzerland,CHE,42,31.0,0.0,-,0.0,-,0.0
4122,2002,Congo,COG,Slovakia,SVK,5,0.0,0.0,-,0.0,-,0.0
4121,2002,Congo,COG,Romania,ROU,34,0.0,0.0,-,0.0,-,0.0
4120,2002,Congo,COG,Poland,POL,10,0.0,0.0,-,0.0,-,0.0
4119,2002,Congo,COG,Norway,NOR,110,0.0,0.0,-,0.0,-,0.0
4118,2002,Congo,COG,Netherlands (Kingdom of the),NLD,374,947.0,0.0,-,0.0,-,0.0
4117,2002,Congo,COG,Italy,ITA,272,0.0,0.0,-,0.0,-,0.0
4116,2002,Congo,COG,Ireland,IRL,8,0.0,0.0,-,0.0,-,0.0
4115,2002,Congo,COG,Hungary,HUN,12,0.0,0.0,-,0.0,-,0.0
4114,2002,Congo,COG,Greece,GRC,5,0.0,0.0,-,0.0,-,0.0
4113,2002,Congo,COG,Germany,DEU,796,111.0,0.0,-,0.0,-,0.0
4112,2002,Congo,COG,United Kingdom of Great Britain and Northern Ireland,GBR,465,0.0,0.0,-,0.0,-,0.0
4123,2002,Congo,COG,Sweden,SWE,22,45.0,0.0,-,0.0,-,0.0
4191,2002,Dominican Rep.,DOM,Sweden,SWE,5,0.0,0.0,-,0.0,-,0.0
3970,2002,Belarus,BLR,Netherlands (Kingdom of the),NLD,33,152.0,0.0,-,0.0,-,0.0
3968,2002,Belarus,BLR,Germany,DEU,2449,356.0,0.0,-,0.0,-,0.0
3827,2002,Angola,AGO,France,FRA,1777,0.0,0.0,-,0.0,-,0.0
3826,2002,Angola,AGO,Finland,FIN,108,0.0,0.0,-,0.0,-,0.0
3825,2002,Angola,AGO,Denmark,DNK,28,6.0,0.0,-,0.0,-,0.0
3824,2002,Angola,AGO,Czechia,CZE,19,21.0,0.0,-,0.0,-,0.0
4636,2002,Mauritania,MRT,Belgium,BEL,21,0.0,0.0,-,0.0,-,0.0
3823,2002,Angola,AGO,Bulgaria,BGR,5,0.0,0.0,-,0.0,-,0.0
3822,2002,Angola,AGO,Belgium,BEL,213,0.0,0.0,-,0.0,-,0.0
3821,2002,Angola,AGO,Austria,AUT,33,0.0,0.0,-,0.0,-,0.0
3820,2002,Andorra,AND,Germany,DEU,9,0.0,0.0,-,0.0,-,0.0
3819,2002,Algeria,DZA,Switzerland,CHE,226,438.0,0.0,-,0.0,-,0.0
3818,2002,Algeria,DZA,Sweden,SWE,91,330.0,0.0,-,0.0,-,0.0
3817,2002,Algeria,DZA,Slovenia,SVN,0,9.0,0.0,-,0.0,-,0.0
3816,2002,Algeria,DZA,Slovakia,SVK,0,5.0,0.0,-,0.0,-,0.0
3815,2002,Algeria,DZA,Poland,POL,8,0.0,0.0,-,0.0,-,0.0
3814,2002,Algeria,DZA,Norway,NOR,107,0.0,0.0,-,0.0,-,0.0
3813,2002,Algeria,DZA,Netherlands (Kingdom of the),NLD,364,266.0,0.0,-,0.0,-,0.0
3812,2002,Algeria,DZA,Malta,MLT,22,0.0,0.0,-,0.0,-,0.0
3811,2002,Algeria,DZA,Italy,ITA,60,0.0,0.0,-,0.0,-,0.0
3810,2002,Algeria,DZA,Ireland,IRL,101,0.0,0.0,-,0.0,-,0.0
3809,2002,Algeria,DZA,Hungary,HUN,27,10.0,0.0,-,0.0,-,0.0
3808,2002,Algeria,DZA,Croatia,HRV,0,6.0,0.0,-,0.0,-,0.0
3807,2002,Algeria,DZA,Greece,GRC,8,18.0,0.0,-,0.0,-,0.0
3806,2002,Algeria,DZA,Germany,DEU,3794,571.0,0.0,-,0.0,-,0.0
3828,2002,Angola,AGO,United Kingdom of Great Britain and Northern Ireland,GBR,2545,0.0,0.0,-,0.0,-,0.0
3829,2002,Angola,AGO,Germany,DEU,3334,466.0,0.0,-,0.0,-,0.0
3831,2002,Angola,AGO,Ireland,IRL,225,0.0,0.0,-,0.0,-,0.0
3832,2002,Angola,AGO,Italy,ITA,116,0.0,0.0,-,0.0,-,0.0
3856,2002,Egypt,EGY,Ukraine,UKR,5,0.0,0.0,-,0.0,-,0.0
3855,2002,Egypt,EGY,Switzerland,CHE,30,11.0,0.0,-,0.0,-,0.0
3854,2002,Egypt,EGY,Sweden,SWE,104,156.0,0.0,-,0.0,-,0.0
3853,2002,Egypt,EGY,Romania,ROU,5,0.0,0.0,-,0.0,-,0.0
3852,2002,Egypt,EGY,Poland,POL,0,5.0,0.0,-,0.0,-,0.0
3851,2002,Egypt,EGY,Norway,NOR,18,0.0,0.0,-,0.0,-,0.0
3850,2002,Egypt,EGY,Netherlands (Kingdom of the),NLD,33,32.0,0.0,-,0.0,-,0.0
3849,2002,Egypt,EGY,Malta,MLT,6,0.0,0.0,-,0.0,-,0.0
3848,2002,Egypt,EGY,Italy,ITA,12,0.0,0.0,-,0.0,-,0.0
3847,2002,Egypt,EGY,Ireland,IRL,21,0.0,0.0,-,0.0,-,0.0
3846,2002,Egypt,EGY,Germany,DEU,1410,65.0,0.0,-,0.0,-,0.0
3805,2002,Algeria,DZA,United Kingdom of Great Britain and Northern Ireland,GBR,2125,0.0,0.0,-,0.0,-,0.0
3845,2002,Egypt,EGY,France,FRA,66,0.0,0.0,-,0.0,-,0.0
3843,2002,Egypt,EGY,Denmark,DNK,22,5.0,0.0,-,0.0,-,0.0
3842,2002,Egypt,EGY,Cyprus,CYP,10,6.0,0.0,-,0.0,-,0.0
3841,2002,Egypt,EGY,Belgium,BEL,5,0.0,0.0,-,0.0,-,0.0
3840,2002,Egypt,EGY,Austria,AUT,19,0.0,0.0,-,0.0,-,0.0
3839,2002,Angola,AGO,Ukraine,UKR,37,0.0,0.0,-,0.0,-,0.0
3838,2002,Angola,AGO,Switzerland,CHE,2040,745.0,0.0,-,0.0,-,0.0
3837,2002,Angola,AGO,Sweden,SWE,79,51.0,0.0,-,0.0,-,0.0
3836,2002,Angola,AGO,Slovakia,SVK,19,0.0,0.0,-,0.0,-,0.0
3835,2002,Angola,AGO,Poland,POL,5,0.0,0.0,-,0.0,-,0.0
3834,2002,Angola,AGO,Norway,NOR,19,0.0,0.0,-,0.0,-,0.0
3833,2002,Angola,AGO,Netherlands (Kingdom of the),NLD,3333,5671.0,0.0,-,0.0,-,0.0
3844,2002,Egypt,EGY,Finland,FIN,6,0.0,0.0,-,0.0,-,0.0
3804,2002,Algeria,DZA,France,FRA,604,0.0,0.0,-,0.0,-,0.0
3803,2002,Algeria,DZA,Finland,FIN,43,0.0,0.0,-,0.0,-,0.0
3802,2002,Algeria,DZA,Denmark,DNK,50,13.0,0.0,-,0.0,-,0.0
3773,2002,Afghanistan,AFG,Slovakia,SVK,183,552.0,0.0,-,0.0,-,0.0
3772,2002,Afghanistan,AFG,Serbia and Kosovo: S/RES/1244 (1999),SRB,7,13.0,0.0,-,0.0,-,0.0
3771,2002,Afghanistan,AFG,Romania,ROU,295,0.0,0.0,-,0.0,-,0.0
3770,2002,Afghanistan,AFG,Poland,POL,65,252.0,0.0,-,0.0,-,0.0
3769,2002,Afghanistan,AFG,Norway,NOR,2284,0.0,0.0,-,0.0,-,0.0
3768,2002,Afghanistan,AFG,Netherlands (Kingdom of the),NLD,26001,5706.0,0.0,-,0.0,-,0.0
3767,2002,Afghanistan,AFG,Malta,MLT,8,0.0,0.0,-,0.0,-,0.0
3766,2002,Afghanistan,AFG,Italy,ITA,183,0.0,0.0,-,0.0,-,0.0
3765,2002,Afghanistan,AFG,Ireland,IRL,41,0.0,0.0,-,0.0,-,0.0
3764,2002,Afghanistan,AFG,Hungary,HUN,1319,252.0,0.0,-,0.0,-,0.0
3763,2002,Afghanistan,AFG,Croatia,HRV,0,5.0,0.0,-,0.0,-,0.0
3774,2002,Afghanistan,AFG,Sweden,SWE,3185,528.0,0.0,-,0.0,-,0.0
3762,2002,Afghanistan,AFG,Greece,GRC,137,375.0,0.0,-,0.0,-,0.0
3760,2002,Afghanistan,AFG,United Kingdom of Great Britain and Northern Ireland,GBR,20305,0.0,0.0,-,0.0,-,0.0
3759,2002,Afghanistan,AFG,France,FRA,1256,0.0,0.0,-,0.0,-,0.0
3758,2002,Afghanistan,AFG,Finland,FIN,932,0.0,0.0,-,0.0,-,0.0
3757,2002,Afghanistan,AFG,Estonia,EST,6,0.0,0.0,-,0.0,-,0.0
3756,2002,Afghanistan,AFG,Denmark,DNK,5766,1437.0,0.0,-,0.0,-,0.0
3755,2002,Afghanistan,AFG,Czechia,CZE,216,47.0,0.0,-,0.0,-,0.0
3754,2002,Afghanistan,AFG,Cyprus,CYP,5,19.0,0.0,-,0.0,-,0.0
3753,2002,Afghanistan,AFG,Bulgaria,BGR,1733,357.0,0.0,-,0.0,-,0.0
3752,2002,Afghanistan,AFG,Belarus,BLR,478,176.0,0.0,-,0.0,-,0.0
3751,2002,Afghanistan,AFG,Belgium,BEL,248,0.0,0.0,-,0.0,-,0.0
3750,2002,Afghanistan,AFG,Austria,AUT,1270,0.0,0.0,-,0.0,-,0.0
3761,2002,Afghanistan,AFG,Germany,DEU,52289,12074.0,0.0,-,0.0,-,0.0
3857,2002,Argentina,ARG,Germany,DEU,53,0.0,0.0,-,0.0,-,0.0
3775,2002,Afghanistan,AFG,Switzerland,CHE,1365,699.0,0.0,-,0.0,-,0.0
3777,2002,Albania,ALB,Austria,AUT,134,0.0,0.0,-,0.0,-,0.0
3801,2002,Algeria,DZA,Czechia,CZE,0,94.0,0.0,-,0.0,-,0.0
3800,2002,Algeria,DZA,Cyprus,CYP,0,5.0,0.0,-,0.0,-,0.0
3799,2002,Algeria,DZA,Bulgaria,BGR,21,0.0,0.0,-,0.0,-,0.0
3798,2002,Algeria,DZA,Belgium,BEL,117,0.0,0.0,-,0.0,-,0.0
3797,2002,Algeria,DZA,Austria,AUT,6,0.0,0.0,-,0.0,-,0.0
3796,2002,Albania,ALB,Switzerland,CHE,131,36.0,0.0,-,0.0,-,0.0
3795,2002,Albania,ALB,Sweden,SWE,101,241.0,0.0,-,0.0,-,0.0
3794,2002,Albania,ALB,Slovenia,SVN,0,5.0,0.0,-,0.0,-,0.0
3793,2002,Albania,ALB,Romania,ROU,8,0.0,0.0,-,0.0,-,0.0
3792,2002,Albania,ALB,Norway,NOR,31,0.0,0.0,-,0.0,-,0.0
3791,2002,Albania,ALB,Netherlands (Kingdom of the),NLD,196,92.0,0.0,-,0.0,-,0.0
3776,2002,Afghanistan,AFG,Ukraine,UKR,1572,0.0,0.0,-,0.0,-,0.0
3790,2002,Albania,ALB,Italy,ITA,273,0.0,0.0,-,0.0,-,0.0
3788,2002,Albania,ALB,Iceland,ISL,9,0.0,0.0,-,0.0,-,0.0
3787,2002,Albania,ALB,Hungary,HUN,9,0.0,0.0,-,0.0,-,0.0
3786,2002,Albania,ALB,Greece,GRC,14,0.0,0.0,-,0.0,-,0.0
3785,2002,Albania,ALB,Germany,DEU,2073,163.0,0.0,-,0.0,-,0.0
3784,2002,Albania,ALB,United Kingdom of Great Britain and Northern Ireland,GBR,780,0.0,0.0,-,0.0,-,0.0
3783,2002,Albania,ALB,France,FRA,869,0.0,0.0,-,0.0,-,0.0
3782,2002,Albania,ALB,Finland,FIN,7,0.0,0.0,-,0.0,-,0.0
3781,2002,Albania,ALB,Denmark,DNK,11,19.0,0.0,-,0.0,-,0.0
3780,2002,Albania,ALB,Czechia,CZE,18,0.0,0.0,-,0.0,-,0.0
3779,2002,Albania,ALB,Bulgaria,BGR,9,5.0,0.0,-,0.0,-,0.0
3778,2002,Albania,ALB,Belgium,BEL,186,0.0,0.0,-,0.0,-,0.0
3789,2002,Albania,ALB,Ireland,IRL,45,0.0,0.0,-,0.0,-,0.0
3969,2002,Belarus,BLR,Ireland,IRL,28,0.0,0.0,-,0.0,-,0.0
3858,2002,Argentina,ARG,Sweden,SWE,10,10.0,0.0,-,0.0,-,0.0
3860,2002,Armenia,ARM,Belgium,BEL,17,0.0,0.0,-,0.0,-,0.0
3939,2002,Bangladesh,BGD,Ireland,IRL,5,0.0,0.0,-,0.0,-,0.0
3938,2002,Bangladesh,BGD,Hungary,HUN,5,28.0,0.0,-,0.0,-,0.0
