,iyear,country_txt,region_txt,eventid,imonth,iday,approxdate,extended,resolution,country,region,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
3136,2011,Kosovo,Eastern Europe,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
3148,2011,Netherlands,Western Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,2,0,0,2,2,2,2,1,1,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,2,2,0
3151,2011,Norway,Western Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,0,0,0,0,3,3,3,3,2,3,3,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,3,0,0,0,0,0,3,3,0,0,3,3,3,3,2,2,0,0,0,0,0,0,0,3,3,2,2,1,1,1,1,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,2,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2
3155,2011,Portugal,Western Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2
3156,2011,Russia,Eastern Europe,188,188,188,4,188,1,188,188,188,184,188,188,188,188,183,188,188,188,188,188,4,4,188,188,188,188,188,7,7,0,0,188,188,178,178,115,187,186,186,15,15,14,14,11,15,15,15,1,1,0,0,1,1,1,1,188,4,0,0,0,0,188,188,0,0,188,188,188,188,5,5,0,0,0,0,0,0,1,188,188,185,185,11,11,11,11,0,0,0,0,0,0,0,0,180,188,188,188,186,188,186,188,84,84,0,124,188,3,3,1,2,0,0,3,0,0,0,0,0,3,3,3,15,188,179,116,188,188,188,188,188,12
3162,2011,Sweden,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
3163,2011,Switzerland,Western Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,2,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,3,3,2,2,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,1,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,0
3168,2011,Ukraine,Eastern Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,3,3,3,3,3,0,0,0,0,3,3,2,2,1,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,3,3,2
3169,2011,United Kingdom,Western Europe,47,47,47,1,47,0,47,47,47,47,47,47,47,47,45,47,47,47,47,47,1,1,47,47,47,47,47,1,1,0,0,47,47,40,40,21,47,46,46,2,2,1,1,0,2,2,2,0,0,0,0,0,0,0,0,47,1,0,0,0,0,47,47,0,0,47,47,47,47,4,4,0,0,0,0,0,0,0,47,47,45,45,3,3,2,2,0,0,0,0,0,0,0,0,40,47,47,47,47,47,47,47,19,19,0,21,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,46,32,47,47,47,47,47,2
3179,2012,Belarus,Eastern Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,0,3,3,3,3,3,1,1,3,3,3,3,3,1,1,0,0,3,3,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,1,1,1,1,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,3,3,3,3,0
3180,2012,Belgium,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3183,2012,Bulgaria,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0
3190,2012,Cyprus,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
3195,2012,France,Western Europe,66,66,66,0,66,0,66,66,66,66,66,66,66,66,8,66,66,66,66,66,0,0,66,66,66,66,66,0,0,0,0,66,66,66,66,66,66,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,66,66,0,0,66,66,66,66,56,56,0,0,0,0,0,0,0,66,66,66,66,1,1,0,0,0,0,0,0,0,0,0,0,7,66,66,66,66,66,66,66,61,61,61,61,66,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,31,66,61,33,66,66,66,66,66,57
3197,2012,Germany,Western Europe,5,5,5,0,5,0,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,5,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,5,5,5,5,5,3,3,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,3,5,5,5,5,5,0
3198,2012,Greece,Western Europe,22,22,22,0,22,0,22,22,22,22,22,22,22,22,14,22,22,22,22,22,0,0,22,22,22,22,22,1,1,0,0,22,22,21,21,22,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,1,0,0,0,12,22,1,0,22,22,22,22,5,5,1,1,1,0,0,0,1,22,22,22,22,3,3,3,3,1,1,1,1,0,0,0,0,18,22,22,22,22,22,22,22,18,18,18,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,14,11,22,22,22,22,22,0
3201,2012,Iceland,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
3206,2012,Ireland,Western Europe,29,29,29,1,29,0,29,29,29,29,29,29,29,29,15,29,29,29,29,29,1,1,29,29,29,29,29,0,0,0,0,29,29,20,20,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,29,0,0,29,29,29,29,0,0,0,0,0,0,0,0,0,29,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,10,29,29,29,29,29,29,29,2,2,2,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,23,17,29,29,29,29,29,2
3208,2012,Italy,Western Europe,10,10,10,0,10,0,10,10,10,10,10,10,10,10,2,10,10,10,10,10,0,0,10,10,10,10,10,0,0,0,0,10,10,6,6,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,7,10,0,0,10,10,10,10,2,2,0,0,0,0,0,0,0,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,7,10,10,10,10,10,10,10,5,5,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,10,10,10,10,10,0
3213,2012,Kosovo,Eastern Europe,4,4,4,0,4,0,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,1,4,4,4,4,4,0,0,0,0,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,3,4,4,4,4,4,0
3218,2012,Macedonia,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3224,2012,Moldova,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3234,2012,Russia,Eastern Europe,151,151,151,4,151,0,151,151,151,151,151,151,151,151,36,151,151,151,151,151,20,20,151,151,151,151,151,11,11,0,0,151,151,137,137,151,151,151,151,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,151,0,0,0,0,0,19,151,0,0,151,151,151,151,4,4,0,0,0,0,0,0,0,151,151,150,150,19,19,18,18,2,2,2,2,0,0,0,0,82,150,151,151,150,151,151,151,57,57,57,70,151,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,25,151,123,88,151,151,151,151,151,14
3238,2012,Serbia,Eastern Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,2,3,3,3,3,3,1,1,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,2,3,3,3,3,3,0
3242,2012,Spain,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
3245,2012,Sweden,Western Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,1,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0
3252,2012,Ukraine,Eastern Europe,8,8,8,0,8,0,8,8,8,8,8,8,8,8,1,8,8,8,8,8,0,0,8,8,8,8,8,0,0,0,0,8,8,7,7,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,8,0,0,8,8,8,8,0,0,0,0,0,0,0,0,0,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,5,8,8,8,8,8,8,8,4,4,4,6,8,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,4,8,5,5,8,8,8,8,8,5
3253,2012,United Kingdom,Western Europe,55,55,55,1,55,0,55,55,55,55,55,55,55,55,29,55,55,55,55,55,1,1,55,55,55,55,55,0,0,0,0,55,55,48,48,55,55,54,54,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,55,1,0,0,0,0,16,55,0,0,55,55,55,55,12,12,0,0,0,0,0,0,0,55,55,54,54,1,1,1,1,0,0,0,0,0,0,0,0,22,55,55,55,55,55,55,55,19,19,19,22,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,55,37,31,55,55,55,55,55,4
3259,2013,Albania,Eastern Europe,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
3264,2013,Austria,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
3269,2013,Bosnia-Herzegovina,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
3271,2013,Bulgaria,Eastern Europe,3,3,3,0,3,0,3,3,3,3,3,3,3,3,1,3,3,3,3,3,0,0,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,3,3,3,0
3281,2013,Croatia,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0
3282,2013,Cyprus,Western Europe,9,9,9,0,9,0,9,9,9,9,9,9,9,9,3,9,9,9,9,9,0,0,9,9,9,9,9,0,0,0,0,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0,0,0,0,0,5,9,9,9,9,9,9,9,8,8,8,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9,9,9,9,2
3283,2013,Czech Republic,Eastern Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0
3285,2013,Denmark,Western Europe,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0
3290,2013,France,Western Europe,18,18,18,2,18,0,18,18,18,18,18,18,18,18,6,18,18,18,18,18,1,1,18,18,18,18,18,0,0,0,0,18,18,16,16,18,18,18,18,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,8,18,0,0,18,18,18,18,10,10,0,0,0,0,0,0,0,18,18,18,18,0,0,0,0,0,0,0,0,0,0,0,0,7,18,18,18,17,18,17,18,11,11,11,12,18,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,18,11,5,18,18,18,18,18,2
3292,2013,Greece,Western Europe,54,54,54,2,54,0,54,54,54,54,54,54,54,54,32,54,54,54,54,54,1,1,54,54,54,54,54,0,0,0,0,54,54,53,53,54,54,54,54,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,54,1,8,1,1,0,24,54,8,1,54,54,54,54,28,28,8,8,8,1,0,0,8,54,54,52,52,4,4,2,2,2,2,2,2,0,0,0,0,44,54,54,54,54,54,54,54,45,45,45,46,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,54,40,34,54,54,54,54,54,14
3300,2013,Ireland,Western Europe,27,27,27,1,27,0,27,27,27,27,27,27,27,27,15,27,27,27,27,27,2,2,27,27,27,27,27,0,0,0,0,27,27,22,22,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,1,27,0,0,27,27,27,27,1,1,0,0,0,0,0,0,0,27,27,27,27,0,0,0,0,0,0,0,0,0,0,0,0,10,27,27,27,27,27,27,27,2,2,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,27,23,14,27,27,27,27,27,0
3302,2013,Italy,Western Europe,7,7,7,0,7,0,7,7,7,7,7,7,7,7,4,7,7,7,7,7,0,0,7,7,7,7,7,0,0,0,0,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,4,7,1,0,7,7,7,7,5,5,1,1,1,0,0,0,1,7,7,5,5,1,1,1,1,1,1,0,0,0,0,0,0,6,7,7,7,7,7,7,7,1,1,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,2,7,7,7,7,7,2
3308,2013,Kosovo,Eastern Europe,6,6,6,0,6,0,6,6,6,6,6,6,6,6,0,6,6,6,6,6,0,0,6,6,6,6,6,0,0,0,0,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,6,0,0,6,6,6,6,0,0,0,0,0,0,0,0,0,6,6,5,5,1,1,0,0,1,1,0,0,0,0,0,0,3,6,6,6,6,6,6,6,5,5,5,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,6,6,6,6,6,0
3316,2013,Montenegro,Eastern Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,0,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,0
3327,2013,Russia,Eastern Europe,144,144,144,5,144,0,144,144,144,144,144,144,144,144,35,144,144,144,144,144,22,22,144,144,144,144,144,3,3,0,0,144,144,129,129,144,144,144,144,6,6,6,6,6,6,6,6,1,1,1,1,1,1,1,1,144,4,0,0,0,0,23,144,0,0,144,144,144,144,7,7,0,0,0,0,0,0,0,144,144,144,144,8,8,7,7,1,1,1,1,0,0,0,0,68,143,144,143,143,144,144,144,56,56,56,63,144,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,37,144,91,61,144,144,144,144,144,20
3334,2013,Spain,Western Europe,5,5,5,0,5,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,0,0,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,5,0,0,5,5,5,5,4,4,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,5,5,5,5,5,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,2
3337,2013,Switzerland,Western Europe,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,0,0,0,0,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
3345,2013,Ukraine,Eastern Europe,5,5,5,0,5,0,5,5,5,5,5,5,5,5,2,5,5,5,5,5,1,1,5,5,5,5,5,0,0,0,0,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,5,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,5,5,5,5,1,1,1,1,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,4,4,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,1,5,5,5,5,5,0
